x,y
0,0
0.024486542,0.004396057
0.036879731,0.00602417
0.049197388,0.008149719
0.061418916,0.010775757
0.073516847,0.013920594
0.085532381,0.017367554
0.097492982,0.02099762
0.109405519,0.024786377
0.121265413,0.028735352
0.133082583,0.032809449
0.144853976,0.037013245
0.156596377,0.041300965
0.16827698,0.045751954
0.179924777,0.050288392
0.191538241,0.054911805
0.203127292,0.059596253
0.21469498,0.064332582
0.226284793,0.069015504
0.237926487,0.073568727
0.249636082,0.077941896
0.261426548,0.082092286
0.273303227,0.085990907
0.285269169,0.08960724
0.297247319,0.093179323
0.309220891,0.096771242
0.321185308,0.100390627
0.333141332,0.104035951
0.345086675,0.107719423
0.3570221,0.111433412
0.368944555,0.1151886
0.380865484,0.118949892
0.39278031,0.122727968
0.404691321,0.126519777
0.416595465,0.130332949
0.428494269,0.134164431
0.440345008,0.138139345
0.452143104,0.1422699
0.463916786,0.146469118
0.475674446,0.150712588
0.48742295,0.154981997
0.499167641,0.159260562
0.51091462,0.163533023
0.522686012,0.167738345
0.534510048,0.171794131
0.546395119,0.175665286
0.558349618,0.17931824
0.570374307,0.182731631
0.582470712,0.185884097
0.594633493,0.188768008
0.606814584,0.1915741
0.618939218,0.194612125
0.630987558,0.197943118
0.642926798,0.201644901
0.654717264,0.205796817
0.666303263,0.210488895
0.677640544,0.215753177
0.689054881,0.220849613
0.700523387,0.225820926
0.711981975,0.230815128
0.723449718,0.235789493
0.734943401,0.240704349
0.746498882,0.245469669
0.758142101,0.250018314
0.769881451,0.254312138
0.781728375,0.258300785
0.793676007,0.261975102
0.805724347,0.265304569
0.822559369,0.267509465
0.834400952,0.271511845
0.846112836,0.275881962
0.857733167,0.280485539
0.869257368,0.285328679
0.880724348,0.29030457
0.905724348,0.31530457
0.930724349,0.340304571
0.955724349,0.365304571
0.980724349,0.390304571
0.980724349,0.415304572
1.00572435,0.440304572
1.00572435,0.465304572
1.00572435,0.490304573
1.03072435,0.515304573
1.042710129,0.528225716
1.041722885,0.540686043
1.040354172,0.553111275
1.038758866,0.565509042
1.037264267,0.577919015
1.035929886,0.590347299
1.035158554,0.602824411
1.034940354,0.615321359
1.034725968,0.627819834
1.034527603,0.640318308
1.034336106,0.652816782
1.034159104,0.665315257
1.033989731,0.677815257
1.033833328,0.690313731
1.033683792,0.702812205
1.033544937,0.715312206
1.033411423,0.727812206
1.033287064,0.74031068
1.033168045,0.75281068
1.033055893,0.765309155
1.032949082,0.777809155
1.032847611,0.790309155
1.032750717,0.802809155
1.032659165,0.815307629
1.032571427,0.82780763
1.032488266,0.84030763
1.032408158,0.85280763
1.032331864,0.86530763
1.032258621,0.87780763
1.032189194,0.890306105
1.032122818,0.902806105
1.032059494,0.915306105
1.031998459,0.927806105
1.031939713,0.940306105
1.031884018,0.952806106
1.031830612,0.965306106
1.031779495,0.977806106
1.031730667,0.990306106
1.031684128,1.002806106
1.031639115,1.015306107
1.031595627,1.027806107
1.031554428,1.040306107
1.031515518,1.052804581
1.031477371,1.065304581
1.031441513,1.077804582
1.031406418,1.090304582
1.031372849,1.102804582
1.031341568,1.115304582
1.031311051,1.127804582
1.031281296,1.140304583
1.031253067,1.152804583
1.031226364,1.165304583
1.031200424,1.177804583
1.03117601,1.190304583
1.031151596,1.202804583
1.031129471,1.215304584
1.031107346,1.227804584
1.031085983,1.240304584
1.031066147,1.252804584
1.031047074,1.265304584
1.031028,1.277804585
1.031010452,1.290304585
1.030992905,1.302804585
1.030976883,1.315304585
1.030960861,1.327804585
1.030945603,1.340304585
1.030930344,1.352804586
1.030916611,1.365304586
1.030902878,1.377804586
1.030889908,1.390304586
1.030876938,1.402804586
1.030864731,1.415304587
1.030852524,1.427804587
1.03084108,1.440304587
1.030829636,1.452804587
1.030818955,1.465304587
1.030808273,1.477804588
1.030798355,1.490304588
1.030788437,1.502804588
1.030778519,1.515304588
1.030769364,1.527804588
1.030760208,1.540304588
1.03075029,1.552804589
1.030741898,1.565304589
1.030732742,1.577804589
1.03072435,1.590304589
1.03072435,1.61530459
1.03072435,1.64030459
1.03072435,1.66530459
1.03072435,1.690304591
1.037100235,1.82955325
1.03072435,1.840304593
1.00572435,1.865304593
1.003216568,1.884947233
0.99534227,1.894654875
0.986856094,1.903833036
0.977105728,1.911654692
0.967884841,1.920094328
0.958672347,1.92854312
0.949575057,1.937115507
0.940339675,1.945538359
0.93105699,1.953910094
0.921653761,1.962146025
0.912268843,1.970403319
0.900940718,1.975687438
0.890356459,1.982337981
0.880724348,1.990304595
0.855724348,2.015304596
0.830724347,2.040304596
0.805724347,2.065304596
0.780724346,2.090304597
0.755724346,2.115304597
0.730724346,2.140304597
0.705724345,2.140304597
0.680724345,2.165304598
0.655724345,2.165304598
0.64064332,2.185827669
0.630176554,2.192660555
0.61881257,2.19786838
0.606900034,2.201654849
0.594423684,2.200885043
0.581942758,2.20019916
0.569445809,2.199925265
0.556945809,2.199871096
0.544451912,2.200247988
0.531970223,2.200930056
0.519520577,2.202049288
0.507115944,2.203593478
0.494706734,2.205094943
0.4824524,2.207562289
0.470478828,2.211150393
0.458647926,2.215186343
0.44683686,2.21927875
0.43504029,2.223412356
0.423253638,2.227574954
0.411477667,2.231767306
0.399708563,2.235977969
0.387946325,2.240209994
0.376103979,2.244210849
0.364182287,2.247969089
0.352180486,2.251462589
0.340107732,2.254701267
0.327964788,2.257669101
0.31576386,2.260386691
0.303507237,2.262841831
0.291206364,2.265062747
0.278932194,2.267430149
0.26671143,2.270058475
0.254560856,2.272991214
0.242508701,2.276306186
0.230588535,2.280071293
0.218851474,2.284370456
0.207359317,2.289287601
0.196119693,2.294757877
0.184751895,2.299955784
0.17341614,2.305223118
0.162128451,2.310594975
0.15113373,2.316541325
0.139736941,2.321675145
0.128321077,2.326767003
0.116740419,2.331473576
0.104447939,2.333740269
0.092136384,2.335903966
0.079799653,2.337918889
0.067434693,2.339747655
0.06743449,2.339747458
0,2.339747458
-0.06743449,2.339747458
-0.091921033,2.344143515
-0.104314221,2.345771628
-0.116631879,2.347897177
-0.128853406,2.350523215
-0.140951337,2.353668052
-0.152966871,2.357115012
-0.164927473,2.360745078
-0.17684001,2.364533835
-0.188699904,2.36848281
-0.200517073,2.372556907
-0.212288466,2.376760703
-0.224030867,2.381048423
-0.235711471,2.385499412
-0.247359267,2.39003585
-0.258972732,2.394659263
-0.270561782,2.399343711
-0.28212947,2.40408004
-0.293719284,2.408762962
-0.305360977,2.413316185
-0.317070572,2.417689354
-0.328861039,2.421839744
-0.340737717,2.425738365
-0.35270366,2.429354698
-0.364681809,2.432926781
-0.376655381,2.4365187
-0.388619798,2.440138085
-0.400575822,2.443783409
-0.412521166,2.447466881
-0.424456591,2.45118087
-0.436379046,2.454936058
-0.448299975,2.45869735
-0.4602148,2.462475426
-0.472125811,2.466267235
-0.484029956,2.470080407
-0.49592876,2.473911889
-0.507779498,2.477886803
-0.519577594,2.482017358
-0.531351276,2.486216576
-0.543108936,2.490460046
-0.554857441,2.494729455
-0.566602131,2.49900802
-0.57834911,2.503280481
-0.590120503,2.507485803
-0.601944539,2.511541589
-0.61382961,2.515412744
-0.625784108,2.519065698
-0.637808797,2.522479089
-0.649905202,2.525631555
-0.662067983,2.528515466
-0.674249075,2.531321558
-0.686373709,2.534359583
-0.698422049,2.537690576
-0.710361288,2.541392359
-0.722151755,2.545544275
-0.733737754,2.550236353
-0.745075034,2.555500635
-0.756489371,2.560597071
-0.767957877,2.565568384
-0.779416465,2.570562586
-0.790884208,2.575536951
-0.802377891,2.580451807
-0.813933372,2.585217127
-0.825576592,2.589765772
-0.837315941,2.594059596
-0.849162865,2.598048243
-0.861110497,2.60172256
-0.873158837,2.605052027
-0.889993859,2.607256923
-0.901835443,2.611259303
-0.913547327,2.61562942
-0.925167658,2.620232997
-0.936691858,2.625076137
-0.948158838,2.630052028
-0.973158839,2.655052028
-0.998158839,2.680052029
-1.023158839,2.705052029
-1.04815884,2.730052029
-1.04815884,2.75505203
-1.07315884,2.78005203
-1.07315884,2.80505203
-1.07315884,2.830052031
-1.098158841,2.855052031
-1.11014462,2.867973174
-1.109157376,2.880433501
-1.107788662,2.892858733
-1.106193356,2.9052565
-1.104698758,2.917666473
-1.103364377,2.930094757
-1.102593045,2.942571869
-1.102374844,2.955068817
-1.102160458,2.967567292
-1.101962094,2.980065766
-1.101770596,2.99256424
-1.101593594,3.005062715
-1.101424221,3.017562715
-1.101267819,3.030061189
-1.101118283,3.042559663
-1.100979428,3.055059664
-1.100845913,3.067559664
-1.100721554,3.080058138
-1.100602536,3.092558138
-1.100490384,3.105056613
-1.100383572,3.117556613
-1.100282101,3.130056613
-1.100185208,3.142556613
-1.100093655,3.155055087
-1.100005917,3.167555088
-1.099922757,3.180055088
-1.099842648,3.192555088
-1.099766354,3.205055088
-1.099693112,3.217555088
-1.099623684,3.230053563
-1.099557309,3.242553563
-1.099493985,3.255053563
-1.099432949,3.267553563
-1.099374203,3.280053563
-1.099318509,3.292553564
-1.099265103,3.305053564
-1.099213986,3.317553564
-1.099165158,3.330053564
-1.099118618,3.342553564
-1.099073605,3.355053565
-1.099030117,3.367553565
-1.098988919,3.380053565
-1.098950009,3.392552039
-1.098911862,3.405052039
-1.098876004,3.41755204
-1.098840908,3.43005204
-1.098807339,3.44255204
-1.098776059,3.45505204
-1.098745541,3.46755204
-1.098715786,3.480052041
-1.098687558,3.492552041
-1.098660855,3.505052041
-1.098634915,3.517552041
-1.098610501,3.530052041
-1.098586087,3.542552041
-1.098563961,3.555052042
-1.098541836,3.567552042
-1.098520474,3.580052042
-1.098500637,3.592552042
-1.098481564,3.605052042
-1.09846249,3.617552043
-1.098444943,3.630052043
-1.098427395,3.642552043
-1.098411374,3.655052043
-1.098395352,3.667552043
-1.098380093,3.680052043
-1.098364834,3.692552044
-1.098351101,3.705052044
-1.098337368,3.717552044
-1.098324398,3.730052044
-1.098311428,3.742552044
-1.098299221,3.755052045
-1.098287014,3.767552045
-1.09827557,3.780052045
-1.098264126,3.792552045
-1.098253445,3.805052045
-1.098242764,3.817552046
-1.098232846,3.830052046
-1.098222927,3.842552046
-1.098213009,3.855052046
-1.098203854,3.867552046
-1.098194699,3.880052046
-1.09818478,3.892552047
-1.098176388,3.905052047
-1.098167233,3.917552047
-1.098158841,3.930052047
-1.098158841,3.955052048
-1.098158841,3.980052048
-1.098158841,4.005052048
-1.098158841,4.030052049
-1.104534726,4.169300708
-1.098158841,4.180052051
-1.07315884,4.205052051
-1.070651058,4.224694691
-1.06277676,4.234402333
-1.054290584,4.243580494
-1.044540218,4.25140215
-1.035319332,4.259841786
-1.026106838,4.268290578
-1.017009547,4.276862965
-1.007774165,4.285285817
-0.998491481,4.293657552
-0.989088252,4.301893483
-0.979703333,4.310150777
-0.968375208,4.315434896
-0.957790949,4.322085439
-0.948158838,4.330052053
-0.923158838,4.355052054
-0.898158838,4.380052054
-0.873158837,4.405052054
-0.848158837,4.430052055
-0.823158836,4.455052055
-0.798158836,4.480052055
-0.773158836,4.480052055
-0.748158835,4.505052056
-0.723158835,4.505052056
-0.708077811,4.525575127
-0.697611044,4.532408013
-0.686247061,4.537615838
-0.674334524,4.541402307
-0.661858175,4.540632501
-0.649377248,4.539946618
-0.6368803,4.539672723
-0.6243803,4.539618554
-0.611886403,4.539995446
-0.599404713,4.540677514
-0.586955067,4.541796746
-0.574550434,4.543340936
-0.562141224,4.544842401
-0.54988689,4.547309747
-0.537913318,4.550897851
-0.526082416,4.554933801
-0.51427135,4.559026208
-0.50247478,4.563159814
-0.490688128,4.567322412
-0.478912158,4.571514764
-0.467143054,4.575725427
-0.455380816,4.579957452
-0.443538469,4.583958307
-0.431616777,4.587716547
-0.419614977,4.591210047
-0.407542223,4.594448725
-0.395399278,4.597416559
-0.38319835,4.600134149
-0.370941728,4.602589289
-0.358640855,4.604810205
-0.346366685,4.607177607
-0.33414592,4.609805933
-0.321995346,4.612738672
-0.309943192,4.616053644
-0.298023025,4.619818751
-0.286285965,4.624117914
-0.274793808,4.629035059
-0.263554183,4.634505335
-0.252186385,4.639703242
-0.240850631,4.644970576
-0.229562941,4.650342433
-0.218568221,4.656288783
-0.207171431,4.661422603
-0.195755568,4.666514461
-0.18417491,4.671221034
-0.171882429,4.673487727
-0.159570875,4.675651424
-0.147234144,4.677666347
-0.134869184,4.679495113
-0.134868981,4.679494916
